day,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,play
D6094,0,1,1,0,0,1,0,1,1,1,3
D6095,0,1,1,0,0,0,0,1,1,0,3
D6096,1,1,1,0,0,1,1,1,0,0,3
D6097,0,1,1,0,1,1,1,0,1,1,3
D6098,1,0,1,1,1,0,0,1,1,1,3
D6099,0,1,0,0,0,1,1,1,1,1,3
D6100,0,0,0,1,1,1,1,1,0,1,3
D6101,0,0,1,0,0,1,0,1,0,0,3
D6102,1,0,1,0,0,0,1,1,0,0,3
D6103,1,1,1,0,1,0,1,0,1,0,3
D6104,1,0,1,1,0,0,0,1,0,1,3
D6105,1,1,1,1,1,0,1,0,1,1,3
D6106,1,1,1,0,0,0,1,1,0,0,3
D6107,1,1,1,0,0,1,1,1,0,0,3
D6108,1,1,1,0,1,0,0,0,1,0,3
D6109,1,1,1,0,1,0,1,1,1,0,3
D6110,0,1,1,0,0,1,1,1,1,1,3
D6111,0,1,1,1,1,0,1,1,1,1,3
D6112,1,0,0,1,1,0,1,1,0,1,3
D6113,1,0,0,1,0,0,0,0,1,1,3
D6114,0,1,1,1,0,0,1,1,1,0,3
D6115,1,0,1,1,1,0,0,0,0,1,3
D6116,0,1,1,0,0,0,1,1,0,0,3
D6117,1,1,1,0,0,0,0,1,1,0,3
D6118,1,0,1,0,0,0,1,1,0,1,3
D6119,0,1,1,0,0,1,0,1,0,1,3
D6120,1,1,1,0,1,0,1,0,1,1,3
D6121,0,1,0,0,1,1,0,0,1,1,3
D6122,0,1,1,0,0,1,1,1,0,0,3
D6123,1,0,1,1,0,0,0,1,1,0,3
D6124,0,1,1,0,0,1,0,1,0,1,3
D6125,1,1,1,0,1,0,1,1,0,0,3
D6126,1,1,1,0,1,1,0,1,1,1,3
D6127,1,0,1,1,1,0,0,0,1,1,3
D6128,1,0,1,1,0,0,1,1,1,1,3
D6129,0,0,0,1,0,0,1,1,1,1,3
D6130,0,1,1,0,1,1,0,1,1,1,3
D6131,1,1,1,0,0,0,1,1,0,1,3
D6132,1,1,1,0,0,0,0,1,0,0,3
D6133,1,1,1,0,0,0,1,1,0,0,3
D6134,1,1,1,0,0,0,1,1,0,0,3
D6135,1,1,1,0,0,0,0,1,1,1,3
D6136,1,1,1,0,0,0,1,1,1,0,3
D6137,1,0,1,1,1,0,0,0,1,1,3
D6138,1,1,1,0,0,0,1,1,0,1,3
D6139,1,1,1,0,1,1,0,0,0,1,3
D6140,0,1,1,0,0,1,0,1,0,0,3
D6141,1,0,1,1,0,0,0,1,0,0,3
D6142,1,1,0,1,1,0,0,0,0,0,3
D6143,1,1,1,0,1,1,1,1,1,0,3
D6144,1,1,1,1,1,0,0,0,1,1,3
D6145,1,0,1,1,0,0,1,0,1,1,3
D6146,1,1,1,0,0,1,1,1,0,0,3
D6147,0,1,0,0,0,1,1,1,0,0,3
D6148,0,0,1,1,0,0,0,1,1,0,3
D6149,1,1,1,0,1,0,0,1,1,0,3
D6150,0,1,1,0,0,0,0,1,1,0,3
D6151,1,1,0,0,0,0,1,1,0,0,3
D6152,1,0,1,1,0,0,0,0,0,0,3
D6153,1,1,1,0,1,0,0,1,1,0,3
D6154,1,0,1,1,1,0,1,0,1,0,3
D6155,1,1,1,0,0,0,1,1,0,1,3
D6156,0,1,1,0,0,1,0,1,0,1,3
D6157,1,1,1,0,0,1,0,1,0,1,3
D6158,0,1,1,0,1,1,1,1,0,1,3
D6159,1,0,1,1,0,0,1,1,0,1,3
D6160,1,1,0,0,1,1,1,1,0,1,3
D6161,1,1,1,1,1,0,1,1,0,0,3
D6162,1,1,0,0,0,1,1,1,1,0,3
D6163,0,1,1,0,1,0,0,0,1,0,3
D6164,1,0,1,1,1,0,0,1,1,1,3
D6165,1,1,1,0,1,0,0,1,1,0,3
D6166,0,1,1,0,1,1,0,1,1,1,3
D6167,0,1,1,0,0,1,0,1,1,0,3
D6168,1,1,1,0,0,0,1,1,1,1,3
D6169,1,1,1,0,1,0,1,1,0,1,3
D6170,0,1,1,0,1,1,0,1,1,0,3
D6171,0,1,1,0,0,1,0,1,0,0,3
D6172,1,1,1,0,1,0,0,1,0,1,3
D6173,0,1,0,0,0,1,0,1,1,0,3
D6174,0,1,1,0,0,1,0,1,1,0,3
D6175,1,1,1,0,1,1,0,1,1,1,3
D6176,1,1,0,0,1,0,1,1,0,1,3
D6177,1,0,1,1,0,0,0,1,1,1,3
D6178,0,1,1,0,0,1,0,1,0,1,3
D6179,0,1,1,0,1,1,0,1,1,1,3
D6180,1,1,1,1,0,0,1,0,1,1,3
D6181,1,1,1,0,1,0,0,1,0,1,3
D6182,1,1,1,1,0,0,1,1,0,0,3
D6183,1,1,0,0,0,0,1,1,0,0,3
D6184,0,1,0,0,1,0,0,1,0,0,3
D6185,1,0,1,1,0,0,1,1,0,0,3
D6186,1,0,1,1,0,0,0,1,0,1,3
D6187,1,1,0,0,0,0,1,1,1,0,3
D6188,1,1,1,0,0,0,1,1,0,1,3
D6189,1,1,1,1,1,0,1,0,0,0,3
D6190,1,1,1,0,1,0,0,1,0,0,3
D6191,1,0,1,1,0,0,0,1,0,0,3
D6192,1,1,1,1,0,0,1,1,1,0,3
D6193,1,1,1,0,0,0,0,1,0,1,3
D6194,0,1,1,0,1,0,0,1,0,1,3
D6195,1,1,1,1,0,0,0,1,0,1,3
D6196,1,1,1,0,0,1,1,1,0,1,3
D6197,1,1,1,0,1,1,1,1,1,1,3
D6198,1,1,1,0,0,0,0,1,0,0,3
D6199,1,1,1,0,0,0,0,1,0,0,3
D6200,0,1,1,0,0,1,0,1,1,1,3
D6201,0,1,1,0,0,0,1,1,1,1,3
D6202,1,0,1,1,1,0,0,0,1,1,3
D6203,1,1,0,0,0,1,1,1,0,1,3
D6204,0,1,1,1,1,0,1,0,1,0,3
D6205,1,1,1,1,1,0,1,1,0,0,3
D6206,1,1,1,0,0,0,1,1,0,0,3
D6207,1,0,0,1,1,0,0,0,0,1,3
D6208,0,0,1,1,0,0,0,1,0,1,3
D6209,1,1,1,0,0,0,0,1,1,1,3
D6210,1,1,1,1,1,0,0,1,0,1,3
D6211,1,1,1,0,1,1,0,1,0,0,3
D6212,0,1,1,0,0,1,0,1,0,1,3
D6213,1,0,1,1,1,0,0,0,1,1,3
D6214,0,1,0,0,0,1,0,1,1,0,3
D6215,1,1,1,0,0,0,1,1,0,0,3
D6216,1,1,1,0,1,0,1,1,0,1,3
D6217,0,1,1,1,1,0,1,0,1,1,3
D6218,1,0,1,1,0,0,0,1,0,0,3
D6219,0,1,0,0,1,1,0,1,0,0,3
D6220,1,1,1,1,0,0,1,1,1,1,3
D6221,0,1,0,0,0,0,0,1,0,1,3
D6222,1,1,1,0,0,0,0,1,1,1,3
D6223,0,1,1,1,0,0,1,1,1,1,3
D6224,1,1,1,0,1,0,1,1,0,0,3
D6225,0,1,0,0,0,1,0,1,0,0,3
D6226,1,0,1,1,1,0,1,0,1,1,3
D6227,0,1,1,0,0,1,1,1,1,1,3
D6228,1,0,1,1,0,0,1,1,1,1,3
D6229,0,1,1,1,1,0,0,1,0,0,3
D6230,1,1,1,1,0,0,0,1,1,1,3
D6231,1,1,1,0,1,0,1,1,1,0,3
D6232,1,1,1,0,1,0,1,1,1,1,3
D6233,0,1,1,1,0,0,0,1,0,0,3
D6234,0,1,1,1,1,0,1,0,1,0,3
D6235,0,1,1,0,1,0,1,0,0,1,3
D6236,1,0,0,1,0,0,0,1,1,1,3
D6237,0,1,1,0,0,1,1,1,0,1,3
D6238,1,1,1,0,1,0,1,1,0,0,3
D6239,1,1,1,1,0,0,1,1,0,0,3
D6240,1,1,1,0,1,0,1,1,1,1,3
D6241,1,0,1,1,0,0,0,1,0,1,3
D6242,1,1,0,1,0,0,1,1,1,1,3
D6243,1,0,1,1,0,0,1,1,0,0,3
D6244,1,1,1,1,0,0,0,1,1,1,3
D6245,1,0,1,1,0,0,0,1,0,1,3
D6246,1,0,1,1,1,0,0,0,0,1,3
D6247,0,1,1,0,0,1,0,1,1,0,3
D6248,1,1,1,0,0,1,1,1,0,1,3
D6249,1,1,1,1,0,0,1,1,0,1,3
D6250,0,1,1,0,0,1,0,1,1,1,3
D6251,1,1,1,0,1,0,0,0,0,1,3
D6252,1,1,1,0,0,0,1,1,1,0,3
D6253,1,1,0,0,0,0,0,1,0,0,3
D6254,0,1,0,1,1,1,0,0,0,0,3
D6255,0,0,1,1,0,0,0,1,0,1,3
D6256,1,1,1,0,0,1,0,1,0,1,3
D6257,1,1,0,0,0,0,0,1,0,0,3
D6258,1,0,0,1,0,0,0,1,1,1,3
D6259,1,1,0,0,0,1,0,1,0,0,3
D6260,1,1,1,1,0,0,0,1,0,1,3
D6261,0,1,1,0,0,1,0,1,1,1,3
D6262,0,1,1,0,1,1,1,0,1,0,3
D6263,0,1,1,1,0,0,0,1,0,0,3
D6264,0,0,0,0,0,1,0,1,0,1,3
D6265,1,0,1,1,1,0,0,1,0,0,3
D6266,1,1,1,0,1,0,1,0,1,0,3
D6267,1,1,1,0,1,1,0,1,0,0,3
D6268,0,1,1,0,0,1,0,1,0,0,3
D6269,1,1,1,0,1,1,1,1,0,1,3
D6270,1,0,1,1,1,0,0,1,0,1,3
D6271,1,1,1,0,0,1,0,1,0,1,3
D6272,1,1,1,0,0,1,0,1,1,0,3
D6273,1,1,1,0,0,0,1,1,1,0,3
D6274,1,1,1,0,1,0,0,0,0,0,3
D6275,1,1,1,0,0,0,1,1,1,0,3
D6276,1,1,1,1,1,0,0,1,1,1,3
D6277,1,1,0,0,0,1,1,1,0,1,3
D6278,1,1,1,0,0,1,1,1,1,1,3
D6279,1,1,1,0,0,1,1,1,1,0,3
D6280,1,0,1,1,0,0,1,1,0,1,3
D6281,1,1,1,0,0,1,0,1,1,0,3
D6282,1,0,1,1,0,0,0,1,1,1,3
D6283,1,1,0,1,1,0,1,0,0,0,3
D6284,1,1,1,1,0,0,1,1,1,1,3
D6285,0,1,1,1,1,0,1,0,1,0,3
D6286,1,1,1,0,1,0,0,1,0,0,3
D6287,1,1,1,0,1,0,0,1,1,1,3
D6288,0,1,1,0,0,1,0,1,1,1,3
D6289,1,1,1,0,0,0,1,1,1,0,3
D6290,1,1,1,1,0,0,1,1,1,1,3
D6291,0,1,1,0,1,1,0,0,0,0,3
D6292,0,1,1,0,0,1,0,1,1,0,3
D6293,1,1,1,0,1,0,0,0,1,0,3
D6294,0,1,1,0,0,1,1,1,0,1,3
D6295,1,1,1,0,0,1,1,1,1,0,3
D6296,0,1,1,0,0,1,1,1,0,0,3
D6297,1,1,0,0,0,0,0,1,0,1,3
D6298,1,1,1,1,0,0,0,1,0,0,3
D6299,1,0,0,1,1,0,0,0,1,1,3
D6300,1,1,1,0,1,0,0,0,1,1,3
D6301,1,1,1,0,0,0,1,1,1,0,3
D6302,1,1,1,1,0,0,0,1,1,1,3
D6303,1,1,1,0,0,1,1,0,1,1,3
D6304,1,1,1,1,0,0,1,1,0,1,3
D6305,1,1,1,1,1,0,0,0,0,1,3
D6306,0,1,1,0,1,1,1,1,1,1,3
D6307,1,1,1,0,0,0,1,1,0,1,3
D6308,1,1,1,0,0,0,1,1,0,1,3
D6309,1,1,1,0,0,0,0,1,1,0,3
D6310,1,1,1,0,0,0,1,1,0,1,3
D6311,1,1,0,0,0,0,1,1,0,1,3
D6312,1,1,0,0,1,0,1,0,1,0,3
D6313,0,0,1,1,0,0,0,1,0,1,3
D6314,1,1,1,1,1,0,1,0,0,0,3
D6315,0,1,1,0,0,1,1,1,0,1,3
D6316,1,1,1,0,1,0,1,1,0,0,3
D6317,1,1,0,0,1,0,1,1,0,0,3
D6318,1,1,0,0,0,1,1,0,1,1,3
D6319,0,1,1,0,1,1,1,1,0,1,3
D6320,1,0,1,1,1,0,1,0,1,1,3
D6321,0,1,0,0,0,1,0,1,1,0,3
D6322,1,0,1,1,1,0,0,0,1,0,3
D6323,0,1,1,0,0,0,1,1,1,0,3
D6324,0,1,1,0,0,1,1,1,1,0,3
D6325,1,0,1,1,0,0,1,1,0,1,3
D6326,1,1,0,1,0,1,0,1,0,0,3
D6327,0,1,1,1,0,0,0,1,1,1,3
D6328,1,1,1,1,1,0,0,1,1,0,3
D6329,0,1,1,1,1,0,0,0,0,0,3
D6330,1,1,1,0,1,1,1,0,1,0,3
D6331,1,1,0,0,0,0,0,1,1,1,3
D6332,0,1,1,0,0,0,0,1,0,0,3
D6333,0,1,1,0,0,1,1,1,1,0,3
D6334,1,0,1,1,1,0,0,0,1,1,3
D6335,1,0,1,1,0,0,0,1,1,1,3
D6336,1,0,1,1,0,0,1,1,1,0,3
D6337,1,1,1,1,1,0,1,0,0,0,3
D6338,0,1,0,0,0,1,1,1,0,0,3
D6339,1,1,0,0,0,1,0,1,0,1,3
D6340,0,1,1,0,1,1,0,1,0,1,3
D6341,1,0,1,1,0,0,0,1,1,1,3
D6342,1,0,1,1,1,0,1,0,1,1,3
D6343,1,1,1,0,0,1,0,1,0,1,3
D6344,1,0,0,1,0,0,1,1,0,1,3
D6345,1,0,0,1,0,0,1,1,0,0,3
D6346,1,1,1,0,0,0,0,1,0,0,3
D6347,1,1,1,1,0,0,0,1,0,0,3
D6348,1,0,1,1,0,0,0,1,0,1,3
D6349,1,1,1,0,1,0,1,1,0,1,3
D6350,1,0,0,0,0,0,1,1,1,0,3
D6351,1,1,1,0,1,0,0,1,0,1,3
D6352,1,1,1,0,0,0,1,1,1,1,3
D6353,0,1,1,0,1,1,1,1,1,1,3
D6354,1,0,0,0,1,1,0,1,1,0,3
D6355,0,0,1,1,0,0,0,1,0,0,3
D6356,1,1,1,1,1,0,1,0,0,1,3
D6357,0,1,1,0,0,1,1,1,1,1,3
D6358,1,1,1,0,0,0,0,1,0,0,3
D6359,1,0,1,1,1,0,1,0,1,1,3
D6360,1,0,0,1,0,0,1,1,1,0,3
D6361,1,1,1,0,0,0,0,1,1,1,3
D6362,1,1,1,1,0,0,0,1,1,0,3
D6363,1,0,1,1,0,0,1,1,0,1,3
D6364,1,1,1,0,0,0,0,1,1,0,3
D6365,0,0,1,0,0,1,0,1,1,1,3
D6366,1,1,1,0,0,0,1,1,0,1,3
D6367,1,1,1,0,1,0,1,1,0,0,3
D6368,1,1,1,1,1,0,0,0,1,0,3
D6369,1,1,1,0,0,0,0,1,1,1,3
D6370,0,1,1,0,0,1,0,1,1,0,3
D6371,1,1,1,0,0,1,0,1,0,1,3
D6372,1,1,1,0,0,0,0,1,0,1,3
D6373,1,0,1,1,0,0,0,1,0,0,3
D6374,1,1,1,0,1,0,1,1,1,0,3
D6375,1,0,1,1,0,0,0,1,1,0,3
D6376,0,1,1,1,0,0,0,1,0,0,3
D6377,0,1,0,0,1,1,1,1,1,1,3
D6378,0,1,1,0,0,1,1,1,0,1,3
D6379,1,1,0,0,1,0,0,1,0,1,3
D6380,0,1,0,0,1,1,1,0,1,0,3
D6381,1,1,1,0,0,0,0,1,0,0,3
D6382,1,1,1,0,0,0,0,1,1,1,3
D6383,1,1,1,1,0,0,0,1,0,1,3
D6384,0,1,1,0,1,0,0,1,0,0,3
D6385,0,1,0,0,1,1,0,1,0,0,3
D6386,1,1,1,0,0,0,1,1,1,1,3
D6387,1,0,1,1,1,0,0,0,0,1,3
D6388,1,1,1,0,0,0,1,1,1,0,3
D6389,0,1,1,0,0,1,1,1,0,1,3
D6390,0,1,1,0,1,1,1,1,0,0,3
D6391,0,0,1,0,0,1,0,1,1,1,3
D6392,0,1,1,0,1,1,1,1,0,0,3
D6393,1,1,1,0,0,0,0,1,1,1,3
D6394,1,1,1,1,1,0,0,0,1,1,3
D6395,1,1,0,0,1,0,0,1,0,1,3
D6396,1,0,1,1,1,0,0,0,0,1,3
D6397,1,0,1,1,0,0,0,1,0,1,3
D6398,1,1,0,0,1,0,0,1,0,1,3
D6399,1,1,1,1,0,0,1,0,1,1,3
D6400,0,1,1,0,1,0,1,1,1,1,3
D6401,1,1,1,0,1,0,0,1,1,1,3
D6402,1,0,1,1,0,0,0,1,1,1,3
D6403,1,0,1,0,0,0,0,1,0,1,3
D6404,0,1,0,0,0,1,1,1,0,0,3
D6405,1,1,1,0,0,0,1,1,0,1,3
D6406,1,1,1,0,0,0,0,1,1,1,3
D6407,1,1,1,0,1,0,1,0,1,1,3
D6408,1,1,1,1,0,0,1,1,0,0,3
D6409,1,1,0,0,0,0,0,1,0,1,3
D6410,1,0,1,1,1,0,0,1,0,1,3
D6411,0,1,1,0,1,0,0,1,0,1,3
D6412,1,1,0,0,0,0,0,1,0,1,3
D6413,1,0,0,1,1,0,0,0,1,1,3
D6414,1,1,1,0,1,1,0,0,0,1,3
D6415,1,1,1,0,1,0,0,1,0,1,3
D6416,1,1,1,1,1,0,0,0,1,0,3
D6417,0,1,1,0,0,1,1,1,1,0,3
D6418,1,0,1,1,1,0,0,1,1,1,3
D6419,0,1,1,0,0,1,1,1,0,0,3
D6420,1,1,1,0,0,0,1,1,0,1,3
D6421,1,0,1,1,1,0,0,1,1,1,3
D6422,1,1,1,0,1,0,1,1,1,1,3
D6423,1,1,1,0,0,0,0,1,0,0,3
D6424,1,1,1,0,0,1,1,0,0,1,3
D6425,1,1,1,0,0,0,1,1,0,0,3
D6426,1,0,1,1,0,0,0,1,1,1,3
D6427,1,1,1,0,0,1,1,1,1,0,3
D6428,1,0,1,1,1,0,0,1,0,0,3
D6429,1,1,1,0,0,0,0,1,1,0,3
D6430,0,1,1,1,1,1,0,1,0,0,3
D6431,1,0,1,1,1,0,0,0,0,0,3
D6432,1,0,1,1,1,0,1,0,1,1,3
D6433,1,1,1,0,1,1,1,1,0,1,3
D6434,1,1,1,1,0,0,1,1,1,0,3
D6435,1,1,1,1,0,0,1,1,0,0,3
D6436,0,1,0,0,1,1,0,1,1,0,3
D6437,1,1,1,0,0,0,0,1,1,1,3
D6438,1,1,1,0,1,0,0,1,1,0,3
D6439,1,1,1,0,0,1,1,1,0,1,3
D6440,0,1,0,0,0,1,1,1,0,0,3
D6441,0,1,1,0,0,0,1,0,1,1,3
D6442,1,0,0,1,0,0,0,1,1,1,3
D6443,1,1,1,0,1,1,1,1,1,1,3
D6444,1,0,1,1,0,0,0,1,0,1,3
D6445,1,1,1,0,0,0,0,1,0,0,3
D6446,0,1,1,0,0,0,0,1,0,0,3
D6447,0,1,1,0,1,1,1,1,0,0,3
D6448,1,1,1,1,0,0,1,1,1,0,3
D6449,1,1,1,1,0,0,0,1,0,0,3
D6450,0,1,1,0,0,1,1,1,0,0,3
D6451,0,1,0,0,1,1,0,1,0,1,3
D6452,1,1,1,0,0,0,1,1,1,0,3
D6453,1,1,1,0,0,0,1,1,1,1,3
D6454,1,1,0,0,1,0,0,1,0,1,3
D6455,1,1,1,1,0,0,1,1,0,0,3
D6456,1,1,1,0,1,0,1,1,0,1,3
D6457,1,1,0,0,0,1,1,1,0,1,3
D6458,0,0,1,1,0,0,1,1,0,1,3
D6459,1,1,1,0,1,0,0,1,0,0,3
D6460,0,1,1,0,0,1,0,1,0,0,3
D6461,0,0,1,1,1,0,1,0,0,1,3
D6462,1,1,1,0,1,0,1,1,1,1,3
D6463,1,1,0,0,0,0,0,1,0,0,3
D6464,1,1,0,0,0,0,0,1,1,0,3
D6465,0,1,1,0,1,1,0,1,0,0,3
D6466,1,1,1,0,0,0,1,1,0,1,3
D6467,0,1,1,0,0,1,0,1,1,0,3
D6468,1,1,0,1,1,0,1,1,1,1,3
D6469,0,1,1,0,0,0,0,1,1,0,3
D6470,1,1,0,0,0,0,1,1,1,0,3
D6471,0,1,0,0,1,1,1,1,1,1,3
D6472,1,1,1,1,0,0,0,1,0,1,3
D6473,0,1,1,0,1,1,0,0,0,1,3
D6474,0,1,1,0,1,1,1,1,1,1,3
D6475,0,1,0,0,0,0,1,1,0,1,3
D6476,1,1,1,1,1,0,0,0,0,0,3
D6477,1,1,1,0,1,1,0,1,1,0,3
D6478,1,1,1,0,0,0,1,1,0,1,3
D6479,0,1,1,0,1,0,1,1,0,0,3
D6480,1,1,1,0,1,0,0,0,1,1,3
D6481,0,1,1,0,0,0,1,1,1,1,3
D6482,1,1,1,1,1,0,0,0,1,1,3
D6483,1,1,1,0,1,1,1,1,1,0,3
D6484,1,1,1,0,1,0,0,0,1,0,3
D6485,0,1,1,0,0,1,0,1,0,0,3
D6486,1,1,1,0,0,0,0,1,0,1,3
D6487,0,1,1,1,1,0,0,0,0,1,3
D6488,1,1,0,1,0,1,0,1,0,0,3
D6489,1,1,1,0,1,0,1,1,0,1,3
D6490,1,1,0,0,1,0,1,1,1,0,3
D6491,1,1,1,0,0,0,0,1,0,0,3
D6492,1,0,0,1,1,0,1,0,1,1,3
D6493,0,1,1,1,1,0,0,1,1,0,3
D6494,1,1,1,1,0,0,0,1,0,0,3
D6495,1,1,1,0,1,0,0,1,0,0,3
D6496,0,1,1,0,1,1,1,1,1,1,3
D6497,1,1,1,1,0,0,1,1,1,0,3
D6498,0,1,0,0,1,1,1,1,0,0,3
D6499,0,1,1,0,0,1,1,1,0,0,3
D6500,1,1,1,1,1,0,1,0,0,1,3
D6501,1,0,1,1,1,0,0,1,0,1,3
D6502,1,0,0,1,0,0,1,1,0,1,3
D6503,1,0,1,1,1,0,0,0,0,0,3
D6504,1,0,1,1,0,0,0,0,1,1,3
D6505,1,1,1,0,1,0,1,1,1,1,3
D6506,1,0,0,1,1,0,0,0,0,1,3
D6507,1,1,1,0,0,0,1,1,0,1,3
D6508,1,1,1,0,0,0,1,1,0,0,3
D6509,0,1,0,0,1,0,0,0,1,0,3
D6510,0,1,1,0,1,1,1,1,0,1,3
D6511,1,1,1,0,0,0,1,1,0,0,3
D6512,1,1,1,0,1,0,1,1,0,0,3
D6513,1,1,1,0,0,0,0,1,0,0,3
D6514,1,1,1,0,1,0,1,1,1,1,3
D6515,1,1,1,0,0,0,0,1,1,1,3
D6516,0,1,0,0,0,1,0,1,0,1,3
D6517,0,1,1,1,1,0,0,0,0,1,3
D6518,0,1,1,1,1,0,1,1,0,1,3
D6519,1,1,1,1,0,0,0,0,1,1,3
D6520,1,1,0,0,1,0,0,1,1,0,3
D6521,1,1,1,0,1,0,0,1,1,0,3
D6522,1,1,1,1,0,0,1,1,0,0,3
D6523,0,0,1,1,0,0,0,1,1,1,3
D6524,1,1,1,1,1,0,1,0,1,1,3
D6525,1,1,1,0,1,0,1,1,0,0,3
D6526,1,1,0,0,0,0,0,1,1,1,3
D6527,0,1,0,1,1,0,0,0,1,0,3
D6528,1,1,0,0,0,0,1,1,0,1,3
D6529,0,1,1,0,0,1,1,1,0,1,3
D6530,1,1,1,0,1,1,0,1,0,0,3
D6531,1,1,1,0,0,0,1,1,1,1,3
D6532,1,1,1,1,0,0,0,1,0,1,3
D6533,1,0,1,1,1,0,0,0,0,1,3
D6534,1,1,0,1,1,0,0,0,1,0,3
D6535,0,1,1,0,1,1,0,1,0,1,3
D6536,1,1,1,0,1,0,1,1,0,0,3
D6537,1,0,1,1,1,0,0,1,1,1,3
D6538,1,1,1,0,0,0,1,1,0,1,3
D6539,1,1,1,0,0,0,1,1,1,0,3
D6540,1,1,0,0,0,1,0,1,1,0,3
D6541,0,1,1,0,1,0,1,0,0,0,3
D6542,1,1,1,0,0,0,0,1,1,0,3
D6543,1,0,0,1,1,0,0,1,1,1,3
D6544,0,1,1,0,0,0,0,1,0,1,3
D6545,1,1,0,0,1,1,0,0,0,1,3
D6546,1,1,1,0,0,0,0,1,1,1,3
D6547,1,1,1,0,0,1,0,1,1,0,3
D6548,1,1,1,0,0,0,1,1,0,1,3
D6549,1,1,1,1,1,0,1,0,1,1,3
D6550,1,1,1,0,0,1,0,1,1,0,3
D6551,1,1,0,1,1,0,1,0,1,1,3
D6552,0,1,1,0,0,1,0,1,1,0,3
D6553,0,1,1,0,0,1,0,1,1,0,3
D6554,1,0,1,1,1,0,0,0,1,1,3
D6555,1,1,1,0,0,0,1,1,1,1,3
D6556,1,0,1,1,0,0,0,1,1,1,3
D6557,1,1,1,1,0,0,0,1,0,0,3
D6558,1,0,1,1,0,0,0,1,1,0,3
D6559,0,1,0,1,0,1,1,1,0,0,3
D6560,1,1,1,1,0,0,0,1,0,1,3
D6561,1,1,1,0,1,0,1,1,0,1,3
D6562,1,1,1,0,0,0,1,1,1,0,3
D6563,1,1,0,0,0,0,1,1,1,0,3
D6564,1,1,0,1,1,0,1,1,1,1,3
D6565,0,0,0,1,1,0,0,0,0,1,3
D6566,1,1,1,0,0,0,1,1,1,0,3
D6567,0,1,1,0,1,1,0,1,1,0,3
D6568,1,1,1,0,1,0,0,1,0,1,3
D6569,1,1,1,1,1,0,1,0,1,0,3
D6570,1,1,1,0,0,0,1,1,1,0,3
D6571,0,1,1,0,1,1,0,1,1,1,3
D6572,0,1,1,0,0,1,0,1,0,1,3
D6573,1,1,1,1,1,0,1,0,1,0,3
D6574,1,1,0,0,1,0,1,1,0,1,3
D6575,0,1,0,0,1,0,1,1,0,0,3
D6576,1,1,1,0,0,0,1,1,1,1,3
D6577,1,1,1,1,1,1,1,1,1,1,3
D6578,0,1,1,0,1,1,0,1,1,0,3
D6579,1,1,1,0,1,0,0,1,0,1,3
D6580,1,0,0,1,1,0,1,1,0,1,3
D6581,1,1,1,0,0,0,1,1,0,1,3
D6582,1,0,1,1,0,0,0,1,1,1,3
D6583,1,1,1,0,0,0,0,1,1,0,3
D6584,1,0,1,1,1,0,0,0,1,1,3
D6585,1,1,0,0,1,0,1,0,1,1,3
D6586,1,1,1,0,0,0,0,1,1,1,3
D6587,1,1,0,1,1,0,1,1,1,1,3
D6588,0,1,1,0,1,1,1,1,0,0,3
D6589,1,1,1,0,0,0,0,1,1,0,3
D6590,0,0,1,1,0,0,1,1,0,1,3
D6591,1,0,1,1,1,0,0,0,0,1,3
D6592,1,0,1,1,0,0,0,0,0,1,3
D6593,1,0,0,1,0,0,0,1,0,1,3
D6594,0,1,0,1,1,0,0,1,1,1,3
D6595,1,0,1,0,0,0,0,0,1,1,3
D6596,0,1,1,1,0,0,1,0,1,0,3
D6597,1,1,1,1,1,0,0,1,1,0,3
D6598,1,1,1,0,0,0,0,1,0,0,3
D6599,1,0,1,1,1,0,0,1,1,1,3
D6600,0,1,1,0,0,0,1,1,0,1,3
D6601,0,1,1,0,0,1,1,1,1,1,3
D6602,1,1,1,0,0,0,1,1,0,1,3
D6603,0,1,1,0,0,0,1,1,0,0,3
D6604,1,1,1,1,0,0,1,1,1,0,3
D6605,1,1,1,0,0,0,1,1,0,1,3
D6606,1,1,0,0,1,0,1,1,1,1,3
D6607,1,1,1,1,0,0,1,1,0,1,3
D6608,1,0,1,1,1,0,0,0,0,1,3
D6609,0,1,1,0,0,1,1,1,0,0,3
D6610,1,1,1,0,0,0,1,1,0,1,3
D6611,1,1,1,1,1,0,0,1,0,0,3
D6612,1,1,1,1,0,0,0,1,0,0,3
D6613,1,1,1,1,1,0,0,0,1,1,3
D6614,1,1,0,0,0,0,0,1,1,1,3
D6615,0,1,1,0,1,1,1,1,0,1,3
D6616,0,1,0,0,1,1,1,1,1,1,3
D6617,1,1,1,0,0,0,1,1,0,0,3
D6618,1,0,0,1,1,0,1,0,0,0,3
D6619,1,1,0,0,1,0,0,1,0,0,3
D6620,1,1,1,1,1,0,0,0,0,1,3
D6621,1,1,1,0,0,0,1,1,1,0,3
D6622,1,1,1,0,0,0,0,1,0,1,3
D6623,1,1,1,1,0,0,1,1,0,0,3
D6624,0,0,1,1,1,0,0,1,1,1,3
D6625,0,0,1,1,1,0,0,0,1,0,3
D6626,1,0,1,1,1,0,0,0,0,1,3
D6627,1,1,1,1,1,0,1,0,0,0,3
D6628,0,1,1,1,1,0,0,0,1,1,3
D6629,0,1,0,1,1,0,0,1,1,1,3
D6630,1,1,1,0,1,0,0,1,1,1,3
